"EcoPortCode","ScientificName","AUTH","FAMNAME","SYNO","COMNAME","LIFO","HABI","LISPA","PHYS","CAT","PLAT","TOPMN","TOPMX","TMIN","TMAX","ROPMN","ROPMX","RMIN","RMAX","PHOPMN","PHOPMX","PHMIN","PHMAX","LATOPMN","LATOPMX","LATMN","LATMX","ALTMX","LIOPMN","LIOPMX","LIMN","LIMX","DEP","DEPR","TEXT","TEXTR","FER","FERR","TOX","TOXR","SAL","SALR","DRA","DRAR","KTMPR","KTMP","PHOTO","CLIZ","ABITOL","ABISUS","INTRI","PROSY","GMIN","GMAX"
6397,"Genipa americana","L.","Magnoliopsida:Asteridae:Rubiales:Rubiaceae","","genipap, genip, genipapo, caruto, Jamaica bullace plum, jagua, marmalade-box, genipapeiro, genipapinho, jenipapeiro das Guianas, jenipapeiro, jenipa', janipaba","tree","erect","perennial","single stem","forage/pasture, fruits & nuts, materials, medicinals & aromatic, forest/wood","",24,31,12,35,1200,1700,900,2000,5.5,7,5,8,NA,NA,25,25,400,"very bright","very bright","very bright","clear skies","deep (>>150 cm)","medium (50-150 cm)","medium","heavy, medium","high","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)",-3,-1,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","tropical wet & dry (Aw), tropical wet (Ar)","","","","",270,365
6401,"Genista tinctoria","L.","Magnoliopsida:Rosidae:Fabales:Leguminosae","","dyer's-greenweed, green broom, base broom, kendal green, woas-waxen, piorno, piorno dos tintureiros","shrub","erect","perennial","multi stem","materials, ornamentals/turf, medicinals & aromatic","",14,20,6,26,600,900,520,1100,5.5,6.5,4.5,7.5,38,36,53,55,1500,"very bright","cloudy skies","very bright","light shade","shallow (20-50 cm)","shallow (20-50 cm)","light","medium, light","low","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells), excessive (dry/moderately dry)","well (dry spells), excessive (dry/moderately dry)",-5,-1,"long day (>14 hours)","subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw)","","","","",120,210
6404,"Gentiana lutea","L.","Magnoliopsida:Asteridae:Gentianales:Gentianaceae","","great yellow gentian, yellow gentian, bitterwort, gallweed, genciana das boticas, genciana da Europa, genciana das farmacias, gencionela, argencana dos pastores","herb","erect","perennial","","medicinals & aromatic","harvested from wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","",NA,NA,"","temperate continental (Dc)","","","","",0,0
6416,"Geranium robertianum","L.","Magnoliopsida:Dilleniidae:Malvales:Geraniaceae","","herb Robert, Robert herb, ragged Robert, red shanks, red robin, mountain geranium, jenny wren, fox geranium, stinkender storchschnabel, erva roberta, erva de Sao Roberto, stinknäva, stinknäbba, urakatt, stinkende storkenæb, haisukurjenpolvi","herb","erect","annual, biennial","","medicinals & aromatic","grown on small scale, harvested from wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"light shade","cloudy skies","light shade","cloudy skies","","","","","","","","","","","well (dry spells)","poorly (saturated >50% of year), well (dry spells)",NA,NA,"","temperate oceanic (Do)","","","","",0,0
6435,"Glechoma hederacea","L.","Magnoliopsida:Asteridae:Lamiales:Labiatae","Nepeta hederacea (L.) Trevis.","ground ivy, field balm, field thyme, tun hoof, alehoof, hay maids, gill-over-the-ground, crow victuals, Gundelrebe, krossknapp, korsknap, maahumala, hera terrestre, coroa da terra, Hederae terrestris herba","herb","erect","perennial","","medicinals & aromatic","harvested from wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","well (dry spells)","poorly (saturated >50% of year), well (dry spells)",NA,NA,"","subtropical dry summer (Cs), temperate oceanic (Do), temperate continental (Dc)","","","","",0,0
6438,"Gleditsia triacanthos","L.","Magnoliopsida:Rosidae:Fabales:Leguminosae","","honey-locust, three-thorned acacia, sweet locust, honey-shuck, espinheiro da Virginia","tree","erect","perennial","deciduous, single stem","pulses (grain legumes), forage/pasture, materials, ornamentals/turf, forest/wood, environmental","grown on small scale",26,38,6,40,700,1500,500,1800,5.5,8,4.5,9,28,10,40,50,2200,"very bright","very bright","very bright","clear skies","deep (>>150 cm)","medium (50-150 cm)","heavy, medium, light","heavy, medium, light","high","moderate","","","low (<4 dS/m)","high (>10 dS/m))","well (dry spells)","well (dry spells), excessive (dry/moderately dry)",-34,-1,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","steppe or semiarid (Bs), subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw)","drought","fire, wind","","",180,300
6456,"Gluta travancorica","Bedd.","Magnoliopsida:Rosidae:Sapindales:Anacardiaceae","","","tree","erect","perennial","evergreen, single stem","forest/wood","",26,29,18,34,3000,4000,2000,5000,4.5,6,4,7,5,5,25,25,1300,"very bright","cloudy skies","very bright","light shade","deep (>>150 cm)","medium (50-150 cm)","heavy, medium, light","heavy, medium, light","moderate","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","poorly (saturated >50% of year), well (dry spells)",NA,NA,"short day (<12 hours)","tropical wet & dry (Aw), tropical wet (Ar)","","","","",365,365
6458,"Glyceria fluitans","(L.) R. Br.","Liliopsida:Commelinidae:Cyperales:Gramineae","Panicularia fluitans (L.) Kuntze.","float grass, northern mannagrass, mannagrass, marsh bedstraw, floating sweet-grass, water mannagrass, floating manna grass, mannasøtgras, manna-sødgræs, ojasorsimo, fló›apuntur, flutender schwaden","grass","prostrate/procumbent/semi-erect","perennial","deciduous, multi stem","cereals & pseudocereals, materials","",14,26,10,32,600,900,500,1000,4.5,8,4,8.5,37,34,62,65,1500,"clear skies","very bright","cloudy skies","very bright","shallow (20-50 cm)","shallow (20-50 cm)","medium, light","heavy, medium, light","high","moderate","","","low (<4 dS/m)","low (<4 dS/m)","poorly (saturated >50% of year)","poorly (saturated >50% of year)",-25,0,"","temperate oceanic (Do), temperate continental (Dc)","flooding","drought","","",0,0
6467,"Glycyrrhiza glabra","L.","Magnoliopsida:Rosidae:Fabales:Leguminosae","","liquorice, liquorice root, réglisse, Süssholz, soethoutwortel, mlomo-mnandi, mulaithi, khosha walgi, rubussusa, bikhe mahaka, liquirizia, regaliz, sweet wood, réglisse glabre, réglisse officinale, meyan kok, meyan otu, biyan kok, ayi kulozi, azrar azidane, shagaret es-sûs, erqsûs","herb, sub-shrub","erect","perennial","","roots/tubers, forage/pasture, materials, medicinals & aromatic","grown on small scale",14,25,5,30,500,1000,300,1200,6.5,7.5,5.5,8.2,NA,NA,NA,NA,NA,"very bright","very bright","very bright","clear skies","deep (>>150 cm)","medium (50-150 cm)","heavy, medium","heavy, medium, light","high","moderate","","","low (<4 dS/m)","medium (4-10 dS/m)","well (dry spells)","poorly (saturated >50% of year), well (dry spells)",-10,0,"long day (>14 hours)","steppe or semiarid (Bs), subtropical dry summer (Cs), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw)","","","can become a weed","small scale (manual)",90,150
6468,"Glycyrrhiza lepidota","Pursh","Magnoliopsida:Rosidae:Fabales:Leguminosae","","","herb","erect","perennial","single stem, C3 photosynthesis","medicinals & aromatic","grown on small scale",10,17,4,23,450,500,350,550,6,7.5,5.5,8.5,20,20,50,50,2280,"very bright","very bright","very bright","clear skies","medium (50-150 cm)","shallow (20-50 cm)","medium, light","heavy, medium, light","high","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","poorly (saturated >50% of year), well (dry spells)",-5,-1,"long day (>14 hours)","steppe or semiarid (Bs), subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw)","","","","",120,150
6471,"Gmelina leichhardtii","(F. Muell)","Magnoliopsida:Asteridae:Lamiales:Labiatae","","","tree","erect","perennial","semi evergreen","forest/wood","",26,30,10,36,1200,1800,1000,2000,5.5,6.5,5,7.5,19.5,19.5,35.5,35.5,500,"very bright","clear skies","very bright","cloudy skies","deep (>>150 cm)","shallow (20-50 cm)","medium, light","heavy, medium, light","moderate","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells), excessive (dry/moderately dry)",-5,0,"short day (<12 hours)","subtropical humid (Cf)","","","","",180,240
6492,"Gossypium arboreum","L.","Magnoliopsida:Dilleniidae:Malvales:Malvaceae","","cotton tree","shrub","erect","annual, perennial","multi stem, C3 photosynthesis","forage/pasture, materials","grown on small scale",26,36,18,38,750,1250,500,1500,6,7.2,5.3,8.5,10,10,30,30,1600,"very bright","very bright","very bright","clear skies","deep (>>150 cm)","medium (50-150 cm)","heavy, medium, light","heavy, medium, light","moderate","moderate","","","low (<4 dS/m)","medium (4-10 dS/m)","well (dry spells)","well (dry spells)",NA,NA,"short day (<12 hours), neutral day (12-14 hours)","tropical wet & dry (Aw), tropical wet (Ar), steppe or semiarid (Bs), subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw)","","wind","","",190,210
6493,"Gossypium herbaceum","L.","Magnoliopsida:Dilleniidae:Malvales:Malvaceae","","cotton root","shrub","erect","biennial, perennial","multi stem","forage/pasture, materials, medicinals & aromatic","grown on small scale",26,36,18,38,750,1250,200,1500,6,7.2,5.3,8.5,NA,NA,NA,NA,2200,"very bright","very bright","very bright","clear skies","deep (>>150 cm)","medium (50-150 cm)","heavy, medium, light","heavy, medium, light","moderate","moderate","","","low (<4 dS/m)","medium (4-10 dS/m)","well (dry spells)","well (dry spells)",NA,NA,"short day (<12 hours), neutral day (12-14 hours)","tropical wet & dry (Aw), tropical wet (Ar), desert or arid (Bw), steppe or semiarid (Bs), subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw)","","","","",190,210
6500,"Gracilaria tenuistipitata","Chang & Xia","","","","herb","prostrate/procumbent/semi-erect","","","vegetables","",20,30,5,35,2000,3000,1500,3500,6.5,7.5,6,8,NA,NA,NA,NA,NA,"very bright","very bright","very bright","clear skies","medium (50-150 cm)","shallow (20-50 cm)","heavy, medium, light","heavy, medium, light","high","","","","high (>10 dS/m))","high (>10 dS/m))","poorly (saturated >50% of year)","poorly (saturated >50% of year)",NA,NA,"short day (<12 hours)","tropical wet (Ar)","flooding","","","",60,90
6502,"Gracilaria verrucosa","","","","","herb","prostrate/procumbent/semi-erect","perennial","multi stem","vegetables, materials","harvested from wild",20,25,5,30,2000,3000,1500,3500,7.5,8,7,8.5,15,15,25,25,NA,"very bright","very bright","very bright","clear skies","medium (50-150 cm)","shallow (20-50 cm)","heavy, medium","heavy, medium, light","high","","","","medium (4-10 dS/m)","high (>10 dS/m))","poorly (saturated >50% of year)","poorly (saturated >50% of year)",NA,NA,"short day (<12 hours)","tropical wet & dry (Aw), subtropical humid (Cf)","flooding","","","",45,90
6514,"Grevillea parallella","J. Kni.","Magnoliopsida:Rosidae:Proteales:Proteaceae","","","shrub, tree","erect","perennial","single stem, multi stem","materials, forest/wood","",22,35,10,46,700,1400,500,1700,5,6.5,4.5,7,10,10,28,28,900,"very bright","very bright","very bright","clear skies","medium (50-150 cm)","shallow (20-50 cm)","medium, light","heavy, medium, light","moderate","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)",NA,NA,"short day (<12 hours)","tropical wet & dry (Aw), steppe or semiarid (Bs)","","","","",180,300
6520,"Grewia asiatica","L.","Magnoliopsida:Dilleniidae:Malvales:Tiliaceae","Grewia subinaequalis DC. (1824), Gretcia hainesiana Hole (1917)","phalsa, bariuan, pophlië, nhaab, malai, ya-khithut, po tao hai, cò-ke-à","shrub, tree","erect","perennial","semi evergreen, deciduous","fruits & nuts","grown on small scale",23,34,10,44,2300,2900,1250,4000,6,7.5,5.5,8,10,5,25,30,1500,"very bright","clear skies","very bright","cloudy skies","medium (50-150 cm)","shallow (20-50 cm)","heavy, medium, light","heavy, medium, light","moderate","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells), excessive (dry/moderately dry)","well (dry spells), excessive (dry/moderately dry)",-5,0,"short day (<12 hours)","tropical wet & dry (Aw)","","","","home garden",260,330
6523,"Grewia bicolor","Juss.","Magnoliopsida:Dilleniidae:Malvales:Tiliaceae","","","shrub, tree","erect","perennial","deciduous, single stem, multi stem","forage/pasture, fruits & nuts, medicinals & aromatic, forest/wood","",20,28,15,35,400,900,200,1100,5.5,7,5,7.5,NA,NA,25,30,2000,"clear skies","very bright","cloudy skies","very bright","medium (50-150 cm)","shallow (20-50 cm)","light, organic","heavy, medium, light, wide, organic","high","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)",NA,NA,"","tropical wet & dry (Aw), steppe or semiarid (Bs), subtropical dry summer (Cs)","drought","","","",0,0
6551,"Grewia tiliifolia","Vahl.","Magnoliopsida:Dilleniidae:Malvales:Tiliaceae","","","tree","erect","perennial","deciduous, single stem","forage/pasture, fruits & nuts, medicinals & aromatic, forest/wood","",30,42,7,47,1000,2500,750,4000,6,6.5,5.5,7,5,5,25,25,900,"very bright","cloudy skies","very bright","light shade","deep (>>150 cm)","medium (50-150 cm)","medium","heavy, medium, light","high","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells), excessive (dry/moderately dry)",-5,-1,"short day (<12 hours)","tropical wet & dry (Aw)","","","","",365,365
6558,"Guaiacum officinale","L.","Magnoliopsida:Rosidae:Sapindales:Zygophyllaceae","Guajacum officinale L.","gayak, gayak fran, frazostrae, pokhout, guaiacum, lignum-vitae tree, arbre de vie, bois saint, gaïac, gaïac bâtard, gaïac franc, gaïac mâle, gaïac officnale, Franzosenholz, Guajakholz, guajaco, legno guajacano, legno santo, guyaiaco, bakaut, guayacan, guayaco, leno santo, palo santo, pano santo de las Indias, fransosenholts, common lignum-vitae (Trade name)","shrub, tree","erect","perennial","evergreen, single stem, multi stem","materials, ornamentals/turf, medicinals & aromatic, forest/wood","",22,28,20,34,1000,2000,500,3000,5,7.5,4.5,8,10,10,25,25,100,"clear skies","very bright","light shade","very bright","medium (50-150 cm)","shallow (20-50 cm)","medium, light","heavy, medium, light, wide, organic","moderate","low","","","low (<4 dS/m)","medium (4-10 dS/m)","well (dry spells)","poorly (saturated >50% of year), well (dry spells)",1,1,"","tropical wet & dry (Aw)","wind, drought, coastal salt spray","","","",365,365
6559,"Guaiacum sanctum","L.","Magnoliopsida:Rosidae:Sapindales:Zygophyllaceae","","","shrub, tree","erect","perennial","evergreen, single stem, multi stem","ornamentals/turf, medicinals & aromatic","",22,28,20,34,700,1500,500,2000,5,7.5,4.5,8,10,500,25,2000,100,"clear skies","very bright","light shade","very bright","deep (>>150 cm)","medium (50-150 cm)","heavy, medium, light, wide, organic","heavy, medium, light, wide, organic","high","moderate","","","low (<4 dS/m)","medium (4-10 dS/m)","well (dry spells)","poorly (saturated >50% of year), well (dry spells)",1,1,"","tropical wet & dry (Aw)","wind, drought, coastal salt spray","","","",365,365
6562,"Guazuma ulmifolia","Lam.","Magnoliopsida:Dilleniidae:Malvales:Sterculiaceae","","","tree","erect","perennial","evergreen, semi evergreen, single stem","forage/pasture, fruits & nuts, materials, ornamentals/turf, medicinals & aromatic, forest/wood, environmental, weed","",22,32,10,36,700,1500,500,1700,6,7,5.5,7.5,NA,NA,25,25,1200,"very bright","very bright","very bright","clear skies","medium (50-150 cm)","shallow (20-50 cm)","heavy, medium, light","heavy, medium, light","moderate","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)",NA,NA,"short day (<12 hours)","tropical wet & dry (Aw), tropical wet (Ar)","","","can become a weed","",150,240
6567,"Guizotia abyssinica","(L. f.) Cass.","Magnoliopsida:Asteridae:Asterales:Compositae","Polymnia abyssinica L.f., (1781), Verbesina sativa Roxb. (1807), Polymnia frondosa Bruce (1813), Parthenium luteum Spr. (1818), Heliopsis platyglossa Cass. (1822), Jaegeria abyssinica Spr. (1826), Ramtilla oleifera DC. (1834), Guizotia oleifera DC. (1836), Veslingia scabra Vis. (1840)","niger, niger seed, guizotia oléifere, gingellikraut, nug, noug, neuk, sorguja, sarguza, alashi, verrinuvvulu, payellu, hechellu, karale, ramtil","herb","erect","annual","","forage/pasture, materials, medicinals & aromatic","grown on small scale",18,26,11,34,1000,1300,500,3000,5.5,6.5,5,7.5,NA,NA,NA,NA,3000,"very bright","very bright","very bright","cloudy skies","deep (>>150 cm)","shallow (20-50 cm)","medium","heavy, medium, light","moderate","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","poorly (saturated >50% of year), well (dry spells), excessive (dry/moderately dry)",NA,NA,"short day (<12 hours)","tropical wet & dry (Aw), tropical wet (Ar), subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw)","","","","",90,150
